subject,grade,topic,subtopic_az,rub,questions,subtopic_en,subtopic_ru
İngilis dili,9,Oxu və mətnlə iş,Əşyaların forma və kəmiyyətinin ifadə edilməsi,3,12,,
İngilis dili,9,Oxu və mətnlə iş,Əşyaların həcminin və rənginin ifadə edilməsi,3,12,,
İngilis dili,9,Oxu və mətnlə iş,"Əşyaların keyfiyyəti, görünüşü və məkanı",3,8,,
İngilis dili,9,Oxu və mətnlə iş,"Hərf, hərf birləşməsi və sözlərin oxunması",3,9,,
İngilis dili,9,Oxu və mətnlə iş,Kiçikhəcmli mətnlərin yazılması,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Mətn hissələri arasındakı məntiqi ardıcıllıq,3,9,,
İngilis dili,9,Oxu və mətnlə iş,Mətn üzrə sualların cavablandırılması,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Mətn üzrə sualların hazırlanması,3,9,,
İngilis dili,9,Oxu və mətnlə iş,Mətnin bütöv hissələrinin fərqləndirilməsi,3,9,,
İngilis dili,9,Oxu və mətnlə iş,Mətnin əsas fikri,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Mövzu üzrə yazılı fikir,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Orfoqrafiya qaydaları,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Şəkil və situasiyaların təsviri,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Şəkildəki əşyaların və ətrafdakıların adlandırılması,3,13,,
İngilis dili,9,Oxu və mətnlə iş,Sözlərin məna və qrammatik cəhətdən əlaqələndirilməsi,3,8,,
İngilis dili,9,Oxu və mətnlə iş,Sualvermə bacarığı,3,9,,
İngilis dili,9,Yazı və dil qaydaları,Afişa,4,8,,
İngilis dili,9,Yazı və dil qaydaları,Böyük və kiçik hərflərin yazılışı,4,12,,
İngilis dili,9,Yazı və dil qaydaları,Dəvətnamə,4,8,,
İngilis dili,9,Yazı və dil qaydaları,Elan,4,12,,
İngilis dili,9,Yazı və dil qaydaları,Əşya və hadisələrin təsviri,4,9,,
İngilis dili,9,Yazı və dil qaydaları,Əşyaların sadə sözlərlə təsviri,4,12,,
İngilis dili,9,Yazı və dil qaydaları,Hərf elementlərinin düzgün yazılması,4,13,,
İngilis dili,9,Yazı və dil qaydaları,"Hərf, söz və sadə cümlələrin yazılması",4,13,,
İngilis dili,9,Yazı və dil qaydaları,Kiçikhəcmli mətnlərin düzgün və sürətli oxunması,4,8,,
İngilis dili,9,Yazı və dil qaydaları,Kiçikhəcmli mətnlərin oxunması,4,12,,
İngilis dili,9,Yazı və dil qaydaları,Kiçikhəcmli mətnlərin yazılması,4,9,,
İngilis dili,9,Yazı və dil qaydaları,Məktub,4,13,,
İngilis dili,9,Yazı və dil qaydaları,Sadə cümlələrin qurulması,4,13,,
İngilis dili,9,Yazı və dil qaydaları,Sadə cümlələrin yazılması,4,8,,
İngilis dili,9,Yazı və dil qaydaları,Sadə nitq etiketləri,4,12,,
İngilis dili,9,Yazı və dil qaydaları,Sadə nitq etiketlərindən istifadə,4,13,,
Məntiq,9,Alqoritmik düşüncə,Addım-addım göstərişlər,3,11,,
Məntiq,9,Alqoritmik düşüncə,Ağac modelləri,3,9,,
Məntiq,9,Alqoritmik düşüncə,Alqoritmin effektivliyi,3,7,,
Məntiq,9,Alqoritmik düşüncə,Alqoritmin korrektliyi,3,7,,
Məntiq,9,Alqoritmik düşüncə,Alqoritmin söz və işarələrlə təqdim edilməsi,3,11,,
Məntiq,9,Alqoritmik düşüncə,Alqoritmlərin müqayisəsi,3,7,,
Məntiq,9,Alqoritmik düşüncə,Asılı və asılı olmayan hadisələr,3,9,,
Məntiq,9,Alqoritmik düşüncə,Bucaqların təsnifatı,3,9,,
Məntiq,9,Alqoritmik düşüncə,Budaqlanan alqoritm,3,11,,
Məntiq,9,Alqoritmik düşüncə,Çeşidləmə alqoritmləri,3,7,,
Məntiq,9,Alqoritmik düşüncə,DFS və BFS alqoritmləri,3,7,,
Məntiq,9,Alqoritmik düşüncə,Doğruluq cədvəlləri,3,9,,
Məntiq,9,Alqoritmik düşüncə,Elementar hadisənin ehtimalı,3,8,,
Məntiq,9,Alqoritmik düşüncə,Formallaşdırma və modelləşdirmə,3,9,,
Məntiq,9,Alqoritmik düşüncə,Hadisələrin ardıcıllığı,3,11,,
Məntiq,9,Alqoritmik düşüncə,Hadisənin nəzəri və eksperimental ehtimalı,3,9,,
Məntiq,9,Alqoritmik düşüncə,İkilik say sistemi,3,8,,
Məntiq,9,Alqoritmik düşüncə,Məlumatların qruplaşdırılması və təhlili,3,9,,
Məntiq,9,Alqoritmik düşüncə,Məsələnin altməsələlərə bölünməsi,3,9,,
Məntiq,9,Alqoritmik düşüncə,Məsələnin daha sadə hissələrə bölünməsi,3,11,,
Məntiq,9,Alqoritmik düşüncə,Proqram kodunun korrektliyi və keyfiyyəti,3,7,,
Məntiq,9,Alqoritmik düşüncə,Şərt və mürəkkəb şərt,3,8,,
Məntiq,9,Alqoritmik düşüncə,Tamamlayıcı hadisələr,3,9,,
Məntiq,9,Alqoritmik düşüncə,Təkrarlanan ardıcıllıqlar,3,11,,
Məntiq,9,Alqoritmik düşüncə,Xətti alqoritm,3,11,,
Məntiq,9,Alqoritmik düşüncə,Xətti və budaqlanan alqoritmlər,3,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,Ardıcıllıqların qurulması,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,Blok-sxem və psevdokod,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Cədvəl və diaqramların təhlili,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,Çoxluqlar və onlar arasındakı münasibətlər,2,8,,
Məntiq,9,Əlaqələr və modelləşdirmə,Dəyişənli ifadələr,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Düz və tərs mütənasiblik,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Ehtimal və statistik nəticəçıxarma,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Ekstremum və optimallaşdırma,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Ədədi və şəkilli ardıcıllıqlar,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,Funksional asılılıqlar,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Funksiyaların müqayisəsi,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Hərəkət istiqamətləri,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,İkilik axtarış,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Koordinat sistemi,2,8,,
Məntiq,9,Əlaqələr və modelləşdirmə,Məlumatların cədvəl modeli,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Məntiq cəbri və doğruluq cədvəlləri,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Məntiqi ifadələr,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Məntiqi ifadələrin sadələşdirilməsi,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Məntiqi mülahizələr,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Məqsədə çatmaq üçün göstərişlər ardıcıllığı,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,Mülahizə və doğruluq qiyməti,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Mümkün və mümkün olmayan hadisələr,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,Reqressiya və proqnozlaşdırma,2,7,,
Məntiq,9,Əlaqələr və modelləşdirmə,Sadə tənlik və bərabərsizliklər,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Səbəb və nəticə əlaqələri,2,9,,
Məntiq,9,Əlaqələr və modelləşdirmə,Simmetriya və sürüşmə,2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,"Simmetriya, sürüşmə və digər çevrilmələr",2,11,,
Məntiq,9,Əlaqələr və modelləşdirmə,"VƏ, VƏYA və DEYİL əməlləri",2,9,,
Məntiq,9,Məntiqi nəticə və problem həlli,Abstraksiya,4,7,,
Məntiq,9,Məntiqi nəticə və problem həlli,Alqoritmdə yanlışlığın müəyyən edilməsi və düzəldilməsi,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,Alqoritmin düzgünlüyünün yoxlanılması,4,9,,
Məntiq,9,Məntiqi nəticə və problem həlli,Budaqlanan və dövrü alqoritmlər,4,8,,
Məntiq,9,Məntiqi nəticə və problem həlli,İnformasiya mənbəyinin etibarlılığının qiymətləndirilməsi,4,9,,
Məntiq,9,Məntiqi nəticə və problem həlli,İnternet məlumatlarına tənqidi yanaşma,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,Məlumatlardan etik istifadə,4,7,,
Məntiq,9,Məntiqi nəticə və problem həlli,Məntiqi məsələnin həll alqoritmi,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,Məsələnin alqoritm şəklində təqdim edilməsi,4,9,,
Məntiq,9,Məntiqi nəticə və problem həlli,Müəlliflik hüququ və rəqəmsal məsuliyyət,4,8,,
Məntiq,9,Məntiqi nəticə və problem həlli,Müəyyən əlamətlərə görə dəyişikliklərin müəyyən edilməsi,4,12,,
Məntiq,9,Məntiqi nəticə və problem həlli,Mümkün variantların sistemli müəyyən edilməsi,4,9,,
Məntiq,9,Məntiqi nəticə və problem həlli,Müxtəlif həll yollarının müqayisəsi,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,Obyekt-yönlü düşüncə,4,7,,
Məntiq,9,Məntiqi nəticə və problem həlli,Prosedur və funksiya,4,8,,
Məntiq,9,Məntiqi nəticə və problem həlli,Rekursiv düşüncə,4,7,,
Məntiq,9,Məntiqi nəticə və problem həlli,Sadə icraçı komandaları,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,Şərtli və dövrü alqoritmlər,4,9,,
Məntiq,9,Məntiqi nəticə və problem həlli,Şəxsi məlumatla açıq məlumatın fərqləndirilməsi,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,SQL sorğularında məntiqi şərtlər,4,8,,
Məntiq,9,Məntiqi nəticə və problem həlli,Verilən məlumatdan nəticə çıxarılması,4,11,,
Məntiq,9,Məntiqi nəticə və problem həlli,Verilənlərin məntiqi qruplaşdırılması,4,8,,
Məntiq,9,Məntiqi nəticə və problem həlli,Verilmiş şərtlər əsasında nəticə çıxarılması,4,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Çoxhədlinin köklərinin araşdırılması,1,7,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Çoxluqlar cəbri,1,8,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Ədədi və həndəsi qanunauyğunluqlar,1,12,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Ədədin sadə vuruqlara ayrılması,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Əşyaların əlamətlərinə görə qruplaşdırılması,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Əşyaların oxşar və fərqli əlamətlərə görə müqayisəsi,1,12,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Əşyanın yerinin müəyyən edilməsi,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Faiz məsələləri,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Funksional asılılıq,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Həqiqi ədədlərin təsnifatı,1,10,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Kəsr və onluq kəsrlərin müqayisəsi,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Kəsrlərin modelləşdirilməsi və müqayisəsi,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Kompleks ədədlər üzərində mühakimə,1,8,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Koordinat şəbəkəsi,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Kvadrat tənlik və bərabərsizliklər,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Limit və sonsuz proseslər,1,7,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Məlumatların sıralanması və qruplaşdırılması,1,12,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Natural ədədlər üzrə qanunauyğunluqlar,1,10,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Nisbət və tənasüb,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Obyektlərin təsnif edilməsi,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Oxşar və fərqli əlamətlər,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Permutasiya və kombinasiya,1,7,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Rasional ədədlərlə mühakimə,1,10,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Sadə funksional asılılıqlar,1,22,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Sadə və mürəkkəb ədədlərin fərqləndirilməsi,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Sayma prinsipləri,1,7,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Şəkil və işarələrin mənasının müəyyən edilməsi,1,11,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Törəmə vasitəsilə funksiyanın araşdırılması,1,7,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Triqonometrik eyniliklərin əsaslandırılması,1,7,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Xətti funksiya və qrafik,1,9,,
Məntiq,9,Təsnifat və qanunauyğunluqlar,Xətti tənlik və tənliklər sistemi,1,9,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,“Say” və “ədəd” anlayışları,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,1 000 000 dairəsində ədədlər,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,1 000 dairəsində hesab əməlləri,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,10 000 dairəsində ədədlər,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,100 dairəsində ədədlər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,100 dairəsində ədədlərin oxunması və yazılması,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,100 dairəsində sayma,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,100 dairəsində toplama və çıxma,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Adi kəsrlər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Birləşmələr,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Bölmə əməlinin mənası,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Çoxhədlilər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,"Çoxhədlilərin toplanması, çıxılması və vurulması",1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Çoxluqlar üzərində əməllər,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Ədəd oxu,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Ədədlərin mərtəbə qiyməti,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Ədədlərin müqayisəsi və sıralanması,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,"Ədədlərin oxunması, yazılması və sıralanması",1,11,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Ədədlərin sıralanması və yuvarlaqlaşdırılması,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Ən böyük ortaq bölən,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Ən kiçik ortaq bölünən,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Hesab əməlləri arasındakı əlaqə,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Hesab əməllərinin xassələri,1,10,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Hesabi kvadrat kök,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Həqiqi ədədlər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,İrrasional ədədlər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kəsr anlayışı,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kəsrlərin müqayisəsi,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,"Kəsrlərin müqayisəsi, toplanması və çıxılması",1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kombinasiya,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kompleks ədəd,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kompleks ədədin cəbri şəkli,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kompleks ədədin həndəsi təsviri,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kompleks ədədin modulu,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Kvadrat kök,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Mərtəbə və sinif,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Natural ədədin sadə vuruqlara ayrılması,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Natural ədədlər üzərində hesab əməlləri,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Natural ədədlərin sıralanması və yuvarlaqlaşdırılması,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Nisbət,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Onluq kəsr,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Permutasiya,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Qoşma kompleks ədədlər,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Rasional ədədlər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Rasional ədədlər üzərində əməllər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Rasional ədədlərin müqayisəsi və sıralanması,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Rasional ifadələr,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Sadə və mürəkkəb ədədlər,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Tam ədədlər,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Tam ədədlər üzərində əməllər,1,4,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Tam üstlü qüvvət,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Toplama və çıxma əməlləri,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Toplama və vurma prinsipləri,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Trilyon dairəsində natural ədədlər,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Vurma əməlinin mənası,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Xətti tənlik,1,6,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Xəyali vahid,1,5,,
Riyaziyyat,9,Ədədlər və hesab əməlləri,Yerləşmə,1,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Bucaq və çevrə,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Bucaqlar,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Bucaqların təsnifatı,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Çoxluq anlayışı,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Çoxluqlar arasındakı münasibətlər,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Dairə sektorunun sahəsi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Dairə seqmentinin sahəsi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Dəyişənin verilmiş qiymətində ifadənin qiyməti,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Dördbucaqlı və üçbucaqların xassələri,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Düz xəttin tənliyi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Əşyaların qruplaşdırılması,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Əşyanın yeri və hərəkət istiqaməti,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Fəza fiqurları,3,18,,
Riyaziyyat,9,Həndəsə və ölçmə,Fəza koordinat sistemi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Fiqurların çevrilməsi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Funksional asılılıqlar,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Funksiya və funksiyanın xassələri,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Funksiyanın ekstremumları,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Funksiyanın qrafikinin araşdırılması,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Həndəsi qurmalar,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Hərəkətə dair məsələlər,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,İbtidai funksiya,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Kəmiyyətlər arasındakı əlaqə,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Kəsən və vətərin xassələri,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Koordinat şəbəkəsi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Kütlə,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Loqarifmik funksiya,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Müəyyən və qeyri-müəyyən inteqral,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Müstəvi fiqurlar,3,10,,
Riyaziyyat,9,Həndəsə və ölçmə,Müstəvi fiqurların sahəsi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Müstəvi fiqurların təsnifatı,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,"Nöqtə, düz xətt və şüa",3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Nyuton–Leybnis düsturu,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Ölçü vahidləri arasında çevirmələr,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Oxşar fiqurlar və üçbucaqların oxşarlığı,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Perimetr,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Pifaqor teoremi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Qövsün uzunluğu,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Sadə bərabərsizliklər,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Sadə tənliklər,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Sahə,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Simmetriya,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Sürüşmə,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Tənlik və bərabərsizliklər,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Triqonometrik funksiyaların qrafikləri,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Üçbucaqlar,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Üçbucaqların konqruyentliyi,3,4,,
Riyaziyyat,9,Həndəsə və ölçmə,Üstlü funksiya,3,5,,
Riyaziyyat,9,Həndəsə və ölçmə,Uzunluq,3,10,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",20 dairəsində toplama və çıxma,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Bərabərsizlik və tənlik haqqında ilkin təsəvvür,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Bərabərsizliklər,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Çevrədə bucaqlar,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Çoxhədlilərin kökləri,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Düz mütənasiblik,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Düz xətlə çevrənin qarşılıqlı vəziyyəti,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Düz xətlərin qarşılıqlı vəziyyəti,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Düzbucaqlı üçbucaq,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Ədədi arqumentin triqonometrik funksiyaları,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Ədədi ifadələr,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Ədədi ifadələrin müqayisəsi,2,9,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Faiz,2,8,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Funksiya və funksional asılılıq,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Funksiyanın kəsilməzliyi,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Funksiyanın limiti,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Hesab əməllərinin məsələlərdə tətbiqi,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Həqiqi üstlü qüvvət,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",İki çevrənin qarşılıqlı vəziyyəti,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Kəsrlər üzərində əməllər,2,6,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Kəsrlərin modelləşdirilməsi və müqayisəsi,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Kvadrat tənlik,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Limitin xassələri,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Loqarifm,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Müəyyən əlamətlərə görə dəyişikliklər,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Onluq kəsrlər,2,6,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Onluq kəsrlər üzərində əməllər,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Onluq kəsrlərin müqayisəsi,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Onluq kəsrlərin toplanması və çıxılması,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Rasional ifadələr üzərində əməllər,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Rasional tənlik,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Riyazi ifadə,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Riyazi ifadələr,2,12,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə bərabərsizlik,2,4,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə ədədi ifadələr,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə funksional asılılıqlar,2,8,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə məsələlərin həlli,2,5,,
Riyaziyyat,9,"Kəsrlər, cəbr və funksional əlaqələr",Sadə tənliklər,2,4,,
